rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
149,Moral Machine,https://moralmachine.net,50.7,42.7,8,1.0,LOW,MEDIUM,criteria,"Moral Machine describes itself as ""A platform for exploring ethical dilemmas in autonomous vehicle decision-making through"" — its Global with varying participation rates by region reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
150,UrbanistAI,https://site.urbanistai.com,50.7,42.7,8,0.8,LOW,LOW,criteria,"UrbanistAI describes itself as ""The platform to reimagine the future of cities through collective intelligence and"" — its Multi-jurisdictional (cities and regions globally) reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
151,Talk to the City,https://talktothecity.org,50.7,42.7,8,1.0,LOW,LOW,criteria,"Talk to the City describes itself as ""Open-source LLM survey tool to improve collective discourse and decision-making by"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
152,Atlas of Surveillance,https://atlasofsurveillance.org,50.6,39.6,11,1.0,LOW,LOW,criteria,"Atlas of Surveillance describes itself as ""Documenting Police Tech in Our Communities with Open Source Research"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
153,ShineYourEye,https://www.shineyoureye.org,50.6,39.6,11,0.93,LOW,LOW,criteria,"ShineYourEye describes itself as ""Making Nigerian politicians accountable through citizen engagement and legislative"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
154,WardWatch,https://wardwatch.uk,50.3,34.3,16,0.87,LOW,LOW,criteria,"WardWatch describes itself as ""AI-powered deep research on councillor performance"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
155,CharmVerse,https://charmverse.io/,50.2,39.2,11,0.93,LOW,LOW,criteria,"CharmVerse describes itself as ""The Network for Onchain Communities"" — its International, primarily web3/blockchain communities reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
156,Citizen OS,https://citizenos.com/platform/,50.2,42.2,8,0.93,LOW,LOW,criteria,"Citizen OS describes itself as ""Secure, free and open-source participation platform for meaningful discussions and"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
157,dDocs,https://ddocs.new/,50.2,39.2,11,0.8,LOW,LOW,criteria,"dDocs describes itself as ""Decentralized documentation platform for civic and open governance"" — it engages directly with policy and regulation in Government Transparency, Open Data — Criterion 6 (policy clarity and regulatory engagement) is a 12-point medium-weight criterion and this project addresses it substantively. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
158,GovTrack.us,https://www.govtrack.us,50.0,49.0,1,1.0,LOW,MEDIUM,criteria,"GovTrack.us describes itself as ""Tracking the U.S. Congress and the White House to make a more open and accountable"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. In practice: govTrack.us addresses democratic participation and citizen engagement. Tracking the U.S. Congress and the White House to make a more open and."
159,ОПОРА (Opora),https://www.oporaua.org,50.0,49.0,1,0.93,LOW,LOW,criteria,"ОПОРА (Opora) describes itself as ""Ukrainian civic network for election monitoring, democratic integrity, and civic"" — it covers the bases across several criteria without excelling in any one — a mid-range placement that reflects genuine breadth but limited depth on the dimensions I weight most heavily. In practice: оПОРА (Opora) addresses gaps in democratic participation by providing tools or platforms that enable citizens and communities to engage more."
